sale_id,sale_date,store_id,product_id,quantity
QX-99330,12-02-2021,ST-72,P-56,10
FK-066533,18-05-2023,ST-26,P-72,6
LG-773437,24-11-2021,ST-29,P-60,8
LO-60433,03-06-2022,ST-14,P-24,7
TT-1895,07-01-2021,ST-71,P-35,5
AN-37974,11-06-2024,ST-28,P-55,2
BU-187710,22-07-2020,ST-9,P-64,3
DZ-1323,01-11-2024,ST-70,P-39,1
KW-1051,29-10-2023,ST-71,P-13,10
EC-048789,23-06-2021,ST-42,P-49,10
EW-552857,20-09-2023,ST-29,P-76,6
JR-21717,05-09-2023,ST-58,P-8,3
SY-11759,07-12-2020,ST-48,P-45,8
FC-2760,09-09-2020,ST-21,P-21,1
QG-84529,21-12-2020,ST-64,P-67,10
RT-55402,19-06-2024,ST-39,P-4,2
PD-8239,22-06-2023,ST-28,P-60,3
HP-4177,27-06-2022,ST-61,P-72,9
ZD-2449,26-10-2020,ST-46,P-45,9
FP-997518,24-05-2020,ST-53,P-71,2
BT-35566,13-04-2023,ST-40,P-60,9
BT-816814,22-10-2022,ST-46,P-51,7
HU-5959,04-09-2021,ST-33,P-58,4
QD-940001,04-09-2023,ST-69,P-86,8
HM-11118,23-09-2021,ST-69,P-61,10
ZR-3742,07-07-2024,ST-31,P-12,5
NS-29129,07-03-2023,ST-37,P-37,5
EV-69455,21-01-2021,ST-33,P-13,8
MX-5981,03-09-2021,ST-25,P-30,3
RN-60519,29-03-2024,ST-18,P-12,5
FH-768455,15-04-2021,ST-16,P-44,8
XC-052521,14-10-2022,ST-58,P-16,1
ZC-155564,13-08-2021,ST-19,P-28,4
XA-5433,29-04-2020,ST-16,P-63,6
CR-171159,15-01-2022,ST-56,P-72,9
EH-90511,24-11-2021,ST-43,P-13,4
GN-64790,30-01-2024,ST-20,P-86,5
ZM-5184,23-05-2021,ST-61,P-14,8
HA-89578,30-07-2022,ST-41,P-40,7
YL-2704,09-02-2020,ST-10,P-20,7
HY-59476,19-09-2024,ST-37,P-53,10
EZ-512507,02-06-2020,ST-24,P-74,3
IY-51396,06-04-2022,ST-32,P-20,2
VX-26651,04-10-2020,ST-50,P-27,10
MY-5429,02-08-2023,ST-44,P-22,8
NE-23393,22-07-2021,ST-23,P-31,1
ZJ-60380,10-12-2021,ST-7,P-10,5
NE-3997,29-10-2021,ST-41,P-9,8
BK-35233,09-06-2023,ST-63,P-20,1
JL-20272,12-10-2020,ST-45,P-52,9
BU-53289,30-09-2021,ST-7,P-35,5
EV-64909,12-04-2023,ST-12,P-69,3
QO-937086,01-04-2024,ST-65,P-86,2
GE-0459,30-06-2022,ST-5,P-34,10
BR-0263,16-10-2021,ST-8,P-70,9
VB-12238,08-01-2021,ST-15,P-84,10
XN-4909,14-04-2023,ST-57,P-16,4
HF-7357,16-10-2023,ST-63,P-26,6
BB-258888,09-02-2023,ST-53,P-65,1
UR-0718,02-04-2021,ST-57,P-75,8
FG-9274,08-08-2024,ST-45,P-27,10
RP-74917,21-09-2022,ST-63,P-83,7
OQ-689876,21-11-2021,ST-23,P-43,4
HJ-2925,12-09-2021,ST-43,P-59,2
DG-9302,14-12-2023,ST-52,P-51,10
FN-3656,30-05-2023,ST-18,P-15,9
XD-8617,03-05-2024,ST-50,P-81,3
EI-5764,29-08-2022,ST-28,P-33,7
GK-9933,26-12-2021,ST-59,P-25,3
WH-18368,23-10-2021,ST-32,P-6,10
AR-63007,26-06-2023,ST-40,P-5,10
EK-6058,17-03-2023,ST-32,P-11,6
SN-2496,21-05-2021,ST-45,P-28,9
IK-2991,20-09-2022,ST-71,P-73,4
HL-671733,25-04-2021,ST-28,P-45,7
UE-372437,11-09-2020,ST-37,P-87,3
MB-23660,02-06-2021,ST-48,P-29,1
VX-0131,31-07-2021,ST-27,P-88,9
FP-5894,09-02-2020,ST-12,P-30,1
MN-67669,20-01-2024,ST-17,P-23,1
BH-502645,09-02-2023,ST-25,P-40,6
IQ-00573,11-07-2023,ST-36,P-54,3
QE-85208,03-07-2023,ST-19,P-33,1
KG-46888,12-11-2024,ST-15,P-71,9
OV-856257,27-04-2022,ST-56,P-9,5
JB-35661,08-10-2024,ST-58,P-63,8
JN-50820,17-09-2020,ST-17,P-6,8
VZ-2036,20-02-2020,ST-54,P-46,1
HK-856180,04-05-2020,ST-73,P-3,8
XV-0609,22-09-2023,ST-64,P-66,2
CW-89149,14-01-2021,ST-52,P-42,10
XP-947505,22-10-2023,ST-1,P-70,7
QB-7117,18-09-2024,ST-9,P-11,2
LI-67199,09-03-2024,ST-23,P-16,1
CR-22846,31-01-2023,ST-14,P-87,8
VH-702520,02-03-2023,ST-51,P-43,10
GA-44502,09-08-2022,ST-46,P-33,6
OU-45120,03-11-2022,ST-37,P-37,9
XI-6588,20-03-2022,ST-68,P-28,4
ZM-55880,26-01-2023,ST-65,P-60,5
EN-56340,31-05-2020,ST-50,P-42,9
DM-0859,06-12-2020,ST-56,P-47,7
GO-9297,04-03-2022,ST-63,P-22,9
XE-721754,22-07-2020,ST-32,P-72,9
XP-9912,22-08-2021,ST-44,P-67,3
HL-777305,06-01-2020,ST-1,P-79,1
RW-60627,27-02-2020,ST-18,P-46,1
SL-8799,27-12-2020,ST-36,P-62,6
PZ-54914,10-09-2023,ST-34,P-77,4
IC-46580,16-06-2024,ST-68,P-60,7
VQ-9431,04-06-2022,ST-41,P-6,7
FN-774822,25-05-2020,ST-75,P-7,6
TI-56293,30-01-2023,ST-48,P-41,4
QZ-84114,25-03-2024,ST-74,P-23,6
BV-86933,18-10-2023,ST-27,P-56,7
KR-61663,11-01-2021,ST-57,P-24,5
BZ-44363,02-10-2021,ST-19,P-23,10
KH-64390,28-09-2022,ST-63,P-20,2
IZ-18082,01-12-2021,ST-27,P-24,4
CT-09069,21-11-2023,ST-46,P-78,4
DM-3859,27-05-2024,ST-19,P-21,9
FX-04967,21-06-2020,ST-30,P-60,5
XV-5431,02-09-2021,ST-62,P-46,6
CG-38784,14-11-2021,ST-59,P-42,4
CM-413584,09-06-2023,ST-59,P-60,10
DN-345341,23-05-2020,ST-30,P-66,2
CE-432986,26-08-2020,ST-21,P-68,5
KM-9824,06-12-2020,ST-58,P-47,10
CK-6613,11-10-2021,ST-56,P-68,4
VN-661645,06-11-2023,ST-67,P-53,2
DD-0841,15-05-2023,ST-16,P-18,6
LE-918039,27-01-2021,ST-25,P-4,9
DA-828677,27-05-2024,ST-37,P-36,2
XB-562859,22-08-2020,ST-74,P-87,10
YY-95776,02-04-2021,ST-58,P-31,1
AN-9709,25-07-2021,ST-15,P-26,8
AB-41985,21-07-2024,ST-37,P-47,5
NE-76639,24-01-2020,ST-72,P-28,4
QK-5515,04-02-2020,ST-14,P-7,6
TW-430559,19-07-2023,ST-3,P-43,2
YY-82712,02-10-2021,ST-48,P-55,6
WD-32720,01-10-2023,ST-12,P-10,3
TP-1698,23-01-2024,ST-30,P-8,7
OL-8524,02-08-2023,ST-54,P-83,7
XN-46732,14-10-2023,ST-52,P-21,3
KP-466539,01-10-2023,ST-32,P-56,2
LW-517034,02-04-2022,ST-13,P-57,3
SI-66058,19-03-2020,ST-14,P-69,5
AC-109651,14-04-2022,ST-23,P-88,4
CH-751798,07-09-2021,ST-64,P-69,2
AP-4996,29-07-2022,ST-18,P-79,10
DK-332663,22-01-2020,ST-65,P-2,9
DK-61916,29-04-2023,ST-68,P-77,6
BY-061588,02-11-2021,ST-27,P-15,9
OU-5087,19-04-2021,ST-60,P-19,10
DR-43550,27-09-2020,ST-43,P-29,3
HW-88841,25-03-2022,ST-69,P-21,4
ID-0520,23-05-2024,ST-21,P-54,2
WN-3570,26-09-2021,ST-4,P-73,8
HG-808213,24-06-2022,ST-74,P-1,10
ES-4153,25-12-2022,ST-72,P-10,6
LX-1240,27-02-2020,ST-28,P-45,2
TC-256278,01-09-2022,ST-18,P-32,3
DX-9404,09-11-2024,ST-55,P-60,2
KE-947865,22-04-2023,ST-32,P-80,1
RA-735919,07-07-2024,ST-45,P-74,4
GL-639399,10-10-2020,ST-24,P-60,4
DH-39247,04-04-2023,ST-19,P-24,8
XT-4320,18-04-2021,ST-62,P-7,8
HO-240870,25-04-2021,ST-51,P-3,3
MN-87389,10-06-2024,ST-57,P-54,3
EN-0079,30-08-2021,ST-17,P-19,6
HK-9895,25-04-2020,ST-59,P-6,10
XW-7071,08-05-2021,ST-71,P-63,6
AJ-320700,11-10-2024,ST-65,P-43,7
BX-80136,02-01-2024,ST-29,P-80,1
MR-98652,21-06-2023,ST-52,P-67,4
PL-902930,19-05-2020,ST-42,P-64,2
UJ-87162,28-03-2020,ST-24,P-47,4
SZ-240553,02-11-2021,ST-56,P-84,1
NV-1568,20-07-2024,ST-22,P-18,8
MS-59595,18-04-2024,ST-54,P-1,10
UP-0296,08-07-2021,ST-17,P-6,1
TT-3706,13-06-2021,ST-12,P-77,1
CT-676577,15-03-2020,ST-61,P-56,9
UF-9479,07-06-2021,ST-45,P-21,6
MT-128907,26-01-2022,ST-13,P-48,5
BX-18521,01-04-2021,ST-15,P-84,3
XN-113192,10-10-2024,ST-41,P-1,7
GQ-00443,28-07-2024,ST-27,P-17,10
CH-7711,09-04-2023,ST-52,P-39,2
RB-20303,15-01-2022,ST-46,P-22,10
OB-38286,10-03-2020,ST-62,P-41,3
MF-28463,08-08-2020,ST-53,P-33,4
NH-2682,20-05-2020,ST-53,P-71,7
DU-599687,29-01-2023,ST-25,P-58,2
GQ-2022,12-07-2022,ST-58,P-29,1
VC-976211,31-12-2023,ST-30,P-37,9
EC-1555,20-05-2023,ST-10,P-86,3
OX-698409,15-10-2020,ST-12,P-2,5
KV-26437,24-02-2021,ST-60,P-25,8
MA-99218,31-10-2020,ST-34,P-15,6
BY-3971,29-07-2023,ST-57,P-24,1
BX-0506,19-07-2021,ST-50,P-76,6
JL-675601,04-11-2023,ST-75,P-26,6
HO-84693,01-05-2024,ST-53,P-15,8
CM-2729,08-09-2022,ST-8,P-75,6
OB-09028,17-06-2021,ST-1,P-39,5
AO-1620,17-07-2022,ST-23,P-48,6
ME-2183,26-01-2024,ST-58,P-79,10
MI-7664,27-10-2022,ST-48,P-5,3
YO-338088,22-11-2022,ST-40,P-75,8
DX-79124,14-09-2024,ST-36,P-65,1
HJ-7268,19-11-2022,ST-63,P-19,6
TJ-83104,27-11-2022,ST-45,P-31,4
TF-625275,28-09-2020,ST-56,P-46,2
PK-30797,15-08-2021,ST-7,P-66,7
LJ-661600,08-06-2020,ST-57,P-46,4
BY-7938,09-06-2023,ST-55,P-11,9
ZI-632681,10-04-2022,ST-44,P-78,1
KG-566164,08-05-2024,ST-9,P-13,3
CO-0216,15-07-2023,ST-50,P-53,7
MB-402786,20-04-2023,ST-32,P-86,4
SF-875105,02-05-2022,ST-20,P-6,2
BH-003305,26-05-2020,ST-55,P-53,5
BX-452110,10-05-2024,ST-36,P-54,10
DQ-33960,18-06-2021,ST-68,P-44,9
DY-8092,14-08-2021,ST-48,P-63,7
XF-9886,16-07-2021,ST-7,P-80,4
RO-5145,10-08-2022,ST-22,P-47,10
TN-12981,01-03-2022,ST-51,P-75,9
RQ-550002,11-11-2022,ST-67,P-81,7
KJ-171146,10-09-2022,ST-27,P-74,7
ZU-6078,20-04-2022,ST-71,P-5,3
JE-8657,18-01-2023,ST-33,P-51,7
PB-341427,04-05-2024,ST-61,P-52,5
RN-37909,12-01-2024,ST-23,P-52,9
NM-745467,25-05-2022,ST-18,P-5,1
JY-8001,22-02-2021,ST-60,P-73,1
RD-50183,05-08-2020,ST-31,P-32,8
MC-09185,14-01-2024,ST-72,P-1,8
GL-14537,13-11-2023,ST-35,P-28,3
BO-8300,23-05-2022,ST-74,P-85,10
WY-399912,07-05-2020,ST-51,P-67,1
YG-40671,22-05-2022,ST-72,P-75,10
PI-588097,04-06-2024,ST-39,P-77,3
OY-53567,17-02-2021,ST-54,P-1,5
JY-660837,28-07-2021,ST-60,P-46,4
HE-1104,30-09-2020,ST-45,P-53,2
EK-35605,11-10-2023,ST-40,P-45,3
HM-1171,02-08-2022,ST-56,P-70,10
KL-85497,29-08-2020,ST-10,P-87,8
TS-69567,28-09-2020,ST-3,P-86,10
SW-294725,16-09-2022,ST-37,P-38,7
AI-165845,02-04-2020,ST-18,P-69,2
NY-555061,02-04-2024,ST-55,P-42,5
IS-75542,26-05-2020,ST-74,P-63,1
RT-691304,20-06-2021,ST-53,P-41,8
NT-4728,04-06-2020,ST-48,P-39,6
HG-013657,17-06-2024,ST-15,P-16,8
QN-382619,07-10-2023,ST-15,P-58,10
PY-955736,29-01-2022,ST-41,P-82,1
OH-7474,29-06-2021,ST-30,P-65,2
LY-923378,16-04-2022,ST-9,P-55,5
OR-0510,22-03-2021,ST-51,P-17,3
FP-817298,23-06-2024,ST-67,P-87,5
TK-04243,15-08-2022,ST-42,P-57,4
LU-0776,07-12-2022,ST-62,P-56,10
HS-18152,06-10-2022,ST-54,P-39,3
NB-5250,13-07-2021,ST-58,P-48,5
QJ-067809,02-08-2024,ST-43,P-67,10
EI-6150,13-10-2023,ST-10,P-21,1
BK-1470,08-03-2022,ST-1,P-60,8
TB-258649,01-02-2020,ST-1,P-78,6
UQ-06327,18-12-2021,ST-6,P-42,2
DQ-13213,21-09-2023,ST-73,P-81,7
DA-934642,03-08-2022,ST-64,P-25,9
ZW-8293,06-06-2020,ST-43,P-10,1
LC-398997,19-05-2022,ST-30,P-63,9
JO-60223,07-02-2022,ST-62,P-10,9
CU-529629,04-10-2020,ST-10,P-66,1
HQ-7913,21-08-2023,ST-70,P-2,5
PZ-136809,17-03-2023,ST-44,P-43,10
YQ-0647,13-06-2024,ST-12,P-58,8
YW-19645,02-07-2022,ST-8,P-3,9
KC-56487,28-01-2022,ST-22,P-9,5
AV-709509,16-08-2020,ST-71,P-54,4
ND-2551,17-11-2023,ST-57,P-7,2
TP-068275,07-07-2021,ST-40,P-50,2
SO-093623,26-03-2023,ST-38,P-7,10
MT-2147,24-07-2022,ST-8,P-60,4
XJ-710029,24-03-2023,ST-35,P-3,2
IS-3490,21-09-2024,ST-43,P-34,5
JL-4784,24-10-2021,ST-18,P-48,4
ZZ-1222,17-01-2021,ST-73,P-3,5
PW-777693,26-12-2020,ST-33,P-63,10
SD-90166,08-05-2021,ST-21,P-26,9
KJ-94937,19-09-2022,ST-9,P-20,1
OJ-64993,03-03-2023,ST-71,P-86,8
NR-39142,26-09-2021,ST-55,P-61,4
QN-0938,28-11-2020,ST-36,P-82,9
PN-027151,12-05-2022,ST-70,P-71,4
ZC-7767,18-10-2020,ST-32,P-11,1
LI-2143,12-06-2020,ST-51,P-49,3
JG-2363,28-01-2023,ST-68,P-10,8
UC-550721,02-04-2021,ST-54,P-74,1
HY-268723,10-03-2021,ST-52,P-39,9
TV-4396,11-06-2021,ST-75,P-67,7
SW-757847,19-03-2021,ST-45,P-79,10
NH-3021,22-03-2024,ST-66,P-46,5
IC-74552,09-02-2020,ST-26,P-52,8
HY-7210,29-05-2022,ST-46,P-55,4
VE-8903,16-08-2020,ST-42,P-79,1
XK-278880,21-01-2024,ST-49,P-35,9
CW-810343,13-02-2023,ST-13,P-30,5
DC-139242,15-07-2021,ST-17,P-37,6
BR-62055,11-05-2022,ST-31,P-31,6
SE-150826,05-12-2020,ST-33,P-12,10
QH-696790,05-05-2022,ST-36,P-70,7
OU-7771,19-12-2021,ST-5,P-7,2
JV-0727,09-08-2022,ST-61,P-55,10
UL-3871,21-02-2020,ST-5,P-24,2
LO-812310,09-11-2021,ST-33,P-75,1
ZH-4666,28-11-2023,ST-37,P-37,9
BA-369076,14-03-2020,ST-62,P-14,8
WS-06612,28-04-2021,ST-13,P-8,3
QQ-4892,03-03-2024,ST-34,P-14,4
FB-0680,02-05-2023,ST-36,P-74,9
ZM-992123,20-07-2022,ST-48,P-89,5
FK-9834,15-01-2023,ST-39,P-29,4
NH-6887,27-04-2024,ST-1,P-32,8
WH-4902,10-03-2023,ST-54,P-84,6
WE-2876,26-04-2020,ST-57,P-84,8
XK-96523,27-10-2023,ST-73,P-77,5
EM-97546,28-10-2023,ST-49,P-81,9
FK-628916,13-12-2020,ST-28,P-49,9
AE-4547,03-07-2022,ST-37,P-83,4
FN-255167,21-10-2022,ST-36,P-46,9
CS-3767,20-12-2020,ST-44,P-34,5
FG-767168,23-09-2023,ST-53,P-45,10
QX-4037,05-12-2023,ST-43,P-43,9
PQ-80299,08-07-2024,ST-72,P-61,1
FH-739110,06-11-2020,ST-37,P-20,9
GI-08353,20-07-2021,ST-37,P-60,5
TQ-5741,13-04-2023,ST-47,P-73,4
HF-4563,13-05-2022,ST-69,P-35,8
QR-80020,11-12-2020,ST-50,P-76,4
XH-641191,20-06-2020,ST-20,P-88,8
KK-92071,07-06-2024,ST-34,P-11,6
UK-0945,10-09-2020,ST-52,P-86,4
AA-261133,11-08-2021,ST-14,P-18,4
BR-9855,24-07-2024,ST-57,P-80,1
OO-054369,11-05-2024,ST-2,P-76,5
UJ-1389,23-01-2024,ST-24,P-38,5
UM-1412,01-09-2023,ST-48,P-12,8
WG-394165,18-05-2021,ST-24,P-50,4
QS-2263,17-08-2024,ST-67,P-61,5
NZ-3188,21-06-2021,ST-4,P-28,10
OX-968821,02-01-2023,ST-44,P-71,4
AB-0726,06-01-2023,ST-62,P-30,1
PM-44757,17-07-2022,ST-6,P-30,7
KZ-3162,12-04-2021,ST-23,P-3,3
MM-248374,25-01-2024,ST-21,P-81,1
BI-9878,26-11-2022,ST-24,P-14,3
XK-857167,17-10-2022,ST-24,P-40,7
KC-343333,12-05-2023,ST-4,P-28,4
FA-089073,30-01-2020,ST-41,P-48,7
BR-5447,09-08-2023,ST-32,P-40,3
AS-22629,27-09-2021,ST-53,P-43,6
PP-083116,22-06-2021,ST-48,P-59,10
NY-6350,29-11-2022,ST-46,P-85,3
IJ-3127,26-03-2022,ST-72,P-76,10
DH-11146,23-04-2022,ST-70,P-44,9
CZ-0839,28-05-2021,ST-45,P-80,4
SL-0296,04-10-2023,ST-15,P-52,7
GF-790219,10-11-2020,ST-31,P-39,4
BW-0141,23-09-2024,ST-71,P-38,2
QB-657832,25-02-2020,ST-17,P-53,2
MM-2296,29-04-2023,ST-70,P-21,7
KU-407198,21-07-2021,ST-28,P-31,1
ZC-102087,21-10-2024,ST-66,P-44,8
VJ-39834,31-08-2020,ST-74,P-21,5
RK-226823,04-02-2021,ST-54,P-64,5
VF-228286,04-09-2023,ST-3,P-67,3
HM-35805,06-02-2021,ST-16,P-25,8
QC-5372,17-06-2020,ST-28,P-23,6
GF-8312,13-10-2024,ST-6,P-39,10
CA-153745,29-12-2023,ST-44,P-38,4
OS-53183,29-02-2020,ST-29,P-1,1
XX-8165,12-08-2022,ST-57,P-72,6
HF-392132,19-01-2020,ST-18,P-83,9
OB-5298,20-09-2024,ST-13,P-5,4
GM-88970,17-02-2023,ST-42,P-10,2
BJ-683586,16-09-2023,ST-6,P-36,9
TP-660490,08-12-2022,ST-43,P-34,1
LA-4597,18-10-2022,ST-20,P-48,3
QQ-83222,16-10-2024,ST-43,P-64,9
NU-77792,24-01-2022,ST-18,P-77,7
DX-3798,20-06-2020,ST-67,P-73,1
LP-9516,05-11-2022,ST-23,P-87,1
NK-8353,20-04-2022,ST-33,P-45,1
FW-0124,19-05-2021,ST-64,P-39,1
EP-385320,26-03-2023,ST-19,P-86,4
XG-337079,13-11-2020,ST-14,P-44,2
YM-081830,13-07-2024,ST-42,P-60,10
OA-4853,20-11-2021,ST-9,P-86,8
BY-76179,01-09-2021,ST-7,P-33,2
TN-987039,04-10-2022,ST-14,P-26,8
MY-2985,12-05-2023,ST-75,P-25,10
XP-59016,09-01-2024,ST-57,P-60,5
XJ-9670,28-05-2020,ST-1,P-9,2
RH-4252,28-12-2022,ST-72,P-60,9
SN-634986,30-05-2022,ST-63,P-18,2
EC-775118,11-03-2023,ST-51,P-71,6
CW-030989,09-05-2022,ST-47,P-79,4
YV-841900,21-12-2022,ST-69,P-72,5
PM-1918,13-07-2023,ST-22,P-17,9
MA-165993,01-05-2020,ST-29,P-86,2
YO-39297,26-11-2023,ST-19,P-32,10
EJ-16966,29-03-2021,ST-53,P-71,5
NZ-48912,27-01-2021,ST-59,P-33,8
CO-93309,27-11-2023,ST-55,P-71,9
VN-30320,04-09-2020,ST-72,P-54,6
UB-35519,28-10-2023,ST-19,P-75,3
CD-5395,24-10-2021,ST-75,P-21,8
UL-5194,26-12-2022,ST-5,P-9,3
AT-729842,26-01-2022,ST-25,P-57,9
AF-780289,17-08-2020,ST-46,P-64,6
IF-4977,13-06-2024,ST-50,P-2,6
IN-9622,11-12-2020,ST-20,P-35,9
AA-84788,17-02-2021,ST-46,P-44,6
YF-24048,30-07-2024,ST-5,P-47,5
OE-1535,10-12-2021,ST-43,P-75,3
OL-11644,12-05-2023,ST-11,P-76,8
AF-28697,08-04-2021,ST-11,P-56,7
US-9406,16-12-2022,ST-26,P-82,8
TF-01170,15-05-2020,ST-33,P-68,3
BL-158746,13-10-2023,ST-52,P-39,9
XS-142421,19-06-2022,ST-13,P-77,5
YX-0914,14-02-2023,ST-13,P-7,3
EJ-5762,08-02-2020,ST-59,P-69,10
JU-872843,21-02-2024,ST-23,P-62,7
IC-858480,28-02-2022,ST-19,P-6,5
HG-338185,18-08-2023,ST-52,P-13,5
SD-638849,27-03-2021,ST-75,P-61,8
GA-34893,02-06-2022,ST-22,P-69,3
RC-8121,14-09-2021,ST-4,P-29,6
VN-38431,10-06-2021,ST-59,P-29,10
NE-22511,29-01-2023,ST-11,P-13,2
SI-296012,28-05-2024,ST-18,P-58,9
CS-43640,10-01-2024,ST-22,P-50,4
NR-217042,03-01-2020,ST-60,P-9,4
CY-27539,17-04-2020,ST-8,P-46,10
MJ-0640,04-10-2021,ST-58,P-21,7
CY-0029,23-05-2021,ST-31,P-55,6
LC-18598,16-12-2022,ST-11,P-7,7
KZ-27039,22-12-2020,ST-71,P-2,6
MY-0901,28-09-2020,ST-52,P-83,1
WF-130679,11-07-2022,ST-3,P-25,9
AY-23817,03-06-2024,ST-5,P-49,6
XV-180586,28-03-2024,ST-36,P-6,9
TB-44942,07-10-2022,ST-35,P-53,1
WE-7277,31-10-2020,ST-61,P-39,8
LB-1188,27-04-2024,ST-51,P-50,1
AK-358592,09-03-2021,ST-9,P-56,1
FC-882638,19-08-2021,ST-11,P-83,6
NQ-23218,13-08-2023,ST-24,P-54,9
FM-17662,27-09-2023,ST-39,P-51,9
VK-2954,04-02-2020,ST-56,P-42,9
AI-50788,28-08-2022,ST-15,P-43,7
MR-655695,29-06-2021,ST-6,P-36,6
QM-3975,12-01-2023,ST-21,P-86,3
TO-614889,29-04-2021,ST-4,P-46,4
NY-844077,08-07-2020,ST-73,P-2,7
ZX-3044,11-07-2021,ST-17,P-3,6
ES-1470,21-04-2022,ST-3,P-14,8
OD-40116,07-07-2024,ST-44,P-30,6
UP-9820,20-09-2022,ST-57,P-28,2
KP-25238,09-06-2024,ST-14,P-59,10
RB-507859,09-04-2021,ST-73,P-37,6
JO-04232,23-10-2023,ST-29,P-16,3
OX-39857,03-05-2024,ST-19,P-12,1
GD-95348,03-05-2022,ST-47,P-50,8
TB-92794,19-04-2022,ST-74,P-12,5
NJ-7771,18-12-2020,ST-14,P-86,1
HL-594926,13-01-2020,ST-42,P-20,9
BN-0035,17-01-2020,ST-64,P-35,4
VM-693852,09-09-2020,ST-68,P-48,2
CY-90096,10-12-2022,ST-20,P-28,6
QR-13560,28-08-2023,ST-31,P-66,3
ZS-7244,25-07-2023,ST-39,P-19,10
PS-5568,15-12-2023,ST-73,P-65,6
JI-0743,15-08-2022,ST-60,P-7,5
KS-91429,15-04-2024,ST-33,P-84,9
DX-902161,19-06-2021,ST-63,P-86,2
WX-2454,02-10-2022,ST-57,P-87,7
PX-467327,05-05-2022,ST-11,P-35,4
YO-78562,16-03-2022,ST-55,P-47,10
OJ-88827,28-02-2024,ST-56,P-5,5
NY-4594,20-03-2021,ST-47,P-27,6
LD-1047,05-03-2023,ST-37,P-79,5
MH-1996,08-08-2021,ST-13,P-42,10
SR-27321,18-06-2021,ST-64,P-71,9
NN-43023,29-06-2024,ST-46,P-71,10
VO-030554,06-11-2023,ST-14,P-34,8
GG-366863,24-01-2022,ST-15,P-44,9
JE-02978,17-01-2020,ST-67,P-87,4
EM-29656,25-11-2023,ST-1,P-13,4
AU-24496,11-03-2024,ST-32,P-28,2
BO-955643,17-07-2022,ST-61,P-56,10
TR-276827,02-11-2020,ST-52,P-21,9
YD-04907,24-10-2022,ST-66,P-13,8
ZB-52823,23-11-2023,ST-55,P-35,2
OH-5514,20-05-2021,ST-43,P-27,5
SC-58869,15-08-2020,ST-45,P-3,8
ZG-0172,22-02-2021,ST-45,P-48,1
RL-5804,30-01-2020,ST-11,P-37,7
VL-7068,20-04-2024,ST-21,P-15,9
RC-448302,07-12-2020,ST-41,P-19,9
IO-33127,15-05-2020,ST-60,P-66,9
WM-266655,03-08-2024,ST-12,P-45,8
CN-019248,23-06-2021,ST-29,P-38,2
FC-2351,31-10-2020,ST-27,P-52,9
ZQ-043488,04-03-2020,ST-52,P-8,6
UH-698748,30-12-2021,ST-57,P-31,3
ON-63452,15-06-2020,ST-44,P-23,3
CK-8352,15-07-2022,ST-45,P-41,9
UC-25961,09-09-2022,ST-35,P-64,4
MF-8598,15-01-2021,ST-43,P-56,2
FZ-45757,27-03-2021,ST-39,P-88,8
DL-4023,21-12-2022,ST-11,P-26,9
NM-853612,10-05-2023,ST-62,P-39,10
NE-56359,01-05-2023,ST-64,P-28,5
OM-1906,19-10-2022,ST-21,P-24,3
SC-40268,17-03-2021,ST-27,P-25,4
MS-9551,02-05-2022,ST-73,P-19,9
NB-968063,13-04-2023,ST-69,P-79,9
FD-7672,24-06-2023,ST-43,P-88,3
SD-7310,09-10-2024,ST-48,P-9,1
LA-1051,14-05-2024,ST-40,P-3,7
KK-418844,05-03-2024,ST-49,P-51,7
DV-0388,31-03-2020,ST-43,P-26,7
PT-7830,21-07-2024,ST-4,P-65,3
ON-080469,01-03-2020,ST-3,P-23,7
AV-9901,29-03-2022,ST-29,P-46,6
XJ-088325,23-10-2023,ST-34,P-29,9
KW-392685,01-05-2022,ST-20,P-17,2
MF-980611,05-03-2022,ST-45,P-51,7
YO-9909,28-06-2020,ST-70,P-56,6
YW-6910,14-10-2023,ST-59,P-58,6
GW-1777,13-04-2023,ST-15,P-21,9
UK-579222,24-03-2020,ST-56,P-55,6
HQ-10053,23-01-2021,ST-26,P-37,1
ZM-27467,15-03-2021,ST-18,P-14,8
OR-279710,28-06-2023,ST-8,P-84,3
SH-732877,17-05-2021,ST-33,P-56,1
ZE-9533,21-05-2021,ST-54,P-59,6
IN-5904,27-01-2020,ST-16,P-57,8
EB-205152,20-10-2024,ST-21,P-75,4
EK-9673,23-10-2020,ST-39,P-28,3
DW-2131,20-12-2021,ST-47,P-62,4
JX-4805,23-09-2023,ST-64,P-48,9
KJ-7682,12-10-2023,ST-67,P-68,8
FN-37150,05-12-2023,ST-53,P-19,10
FQ-226180,25-06-2022,ST-3,P-8,3
GB-10072,09-10-2023,ST-37,P-42,2
SP-5236,31-10-2023,ST-29,P-51,4
WK-81249,06-03-2024,ST-46,P-4,10
BS-43753,30-06-2023,ST-17,P-35,2
PI-631647,30-07-2020,ST-54,P-52,3
CW-144703,15-03-2020,ST-39,P-36,6
BW-9232,07-02-2021,ST-74,P-39,5
GI-98008,16-04-2022,ST-37,P-71,8
IR-8955,05-01-2023,ST-40,P-31,5
CL-395642,25-08-2021,ST-28,P-84,7
KB-209232,21-08-2023,ST-63,P-86,8
AG-04005,10-07-2021,ST-28,P-75,7
PB-2338,07-01-2020,ST-13,P-72,1
DC-6833,03-03-2022,ST-43,P-17,6
